Course,Year,Paper,Rater,Question,Marks,MATH,PRAC-A,PRAC-C,PRAC-Prop,Notes
ILA,2012,December,Rachel,B2c,5,A3,,,,iii
ILA,2012,December,Rachel,B2d,5,B2,,,,iii
ILA,2012,December,Rachel,B2e,4,C2,,,,iii
ILA,2012,December,Rachel,B3a,5,A3,,,,iii
ILA,2012,December,Rachel,B3b,2,A2,,,,i
ILA,2012,December,Rachel,B3c,4,A3,,,,iii
ILA,2012,December,Rachel,B3d,6,A3,,,,iii
ILA,2012,December,Rachel,B3e,3,B2,,,,iii
ILA,2012,December,Rachel,B4a(i),6,A3,,,,iii
ILA,2012,December,Rachel,B4a(ii),5,B1,,,,
ILA,2012,December,Rachel,B4b(i),4,B2,,,,iii
ILA,2012,December,Rachel,B4b(ii),3,B2,,,,iii
ILA,2012,December,Rachel,B4b(iii),2,B1,,,,iv
ILA,2018,December,Max,1,6,A3,,,,
ILA,2018,December,Max ,2,4,C1,,,,
ILA,2018,December,Max,3a,2,B1,,,,
ILA,2018,December,Max ,3b,2,C2,,,,
ILA,2018,December,Max,3c,2,C2,,,,
ILA,2018,December,Max ,3d,2,B1,,,,
ILA,2018,December,Max,4,5,C2,,,,
ILA,2018,December,Max ,5a,2,A2,,,,
ILA,2018,December,Max,5b,2,B1,,,,
ILA,2018,December,Max ,5c,2,B1,,,,
ILA,2018,December,Max,6a,3,A3,,,,
ILA,2018,December,Max ,6b,3,B1,,,,
ILA,2018,December,Max,7a,6,B2,,,,
ILA,2018,December,Max ,7b,2,A2,,,,
ILA,2018,December,Max,7c,7,A3,,,,
ILA,2018,December,Max ,8a,10,A3,,,,
ILA,2018,December,Max,8b,2,A2,,,,
ILA,2018,December,Max ,8c,3,A3,,,,
ILA,2018,December,Max,9a,6,A3,,,,
ILA,2018,December,Max ,9b,6,A3,,,,
ILA,2018,December,Max,9c,3,A2,,,,
A-Level,2014,C4,Ying,1(a),5,A3,,,,RUOP
A-Level,2014,C4,Ying,1(b),2,A3,,,,RUOP
A-Level,2014,C4,Ying,2(a),2,A3,,,,RUOP
A-Level,2014,C4,Ying,2(b),3,A2,,,,Ability to substitute into a formula 
A-Level,2014,C4,Ying,3(a),1,A2,,,,Ability to substitute into a formula 
A-Level,2014,C4,Ying,3(b),3,A3,,,,RUOP
A-Level,2014,C4,Ying,3(c),1,B1,,,,Transformation of information 
A-Level,2014,C4,Ying,3(d),6,A3,,,,RUOP
A-Level,2014,C4,Ying,4,5,B2,,,,Extrapolation of known procedures in new situations 
A-Level,2014,C4,Ying,5(a),3,B2,,,,Extrapolation of known procedures in new situations 
A-Level,2014,C4,Ying,5(b),2,B2,,,,Extrapolation of known procedures in new situations 
A-Level,2014,C4,Ying,6(i),3,A3,,,,RUOP
A-Level,2014,C4,Ying,6(ii),2,A3,,,,RUOP
A-Level,2014,C4,Ying,6(iii),7,A3,,,,RUOP
A-Level,2014,C4,Ying,7(a),6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,C4,Ying,7(b),9,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,C4,Ying,8(a),2,A2,,,,Ability to substitute into a formula 
A-Level,2014,C4,Ying,8(b),1,A2,,,,Ability to substitute into a formula 
A-Level,2014,C4,Ying,8(c),3,A3,,,,RUOP
A-Level,2014,C4,Ying,8(d),2,A2,,,,RUOP
A-Level,2014,C4,Ying,8(e),3,A3,,,,RUOP
A-Level,2014,C4,Ying,8(f),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,C4,Ying,1(a),5,A2,,,,Ability to substitute into a formula 
A-Level,2015,C4,Ying,1(b),1,A2,,,,Ability to substitute into a formula 
A-Level,2015,C4,Ying,1(c),2,A2,,,,Ability to substitute into a formula 
A-Level,2015,C4,Ying,2(a),5,A3,,,,RUOP
A-Level,2015,C4,Ying,2(b),6,A3,,,,RUOP
A-Level,2015,C4,Ying,3(a),2,A3,,,,RUOP
A-Level,2015,C4,Ying,3(b),3,A3,,,,RUOP
A-Level,2015,C4,Ying,3(c),3,B1,,,,Ability to substitute into a formula 
A-Level,2015,C4,Ying,4(a),2,A3,,,,RUOP
A-Level,2015,C4,Ying,4(b),3,A2,,,,Ability to substitute into a formula 
A-Level,2015,C4,Ying,4(c),3,A3,,,,RUOP
A-Level,2015,C4,Ying,4(d),3,A3,,,,RUOP
A-Level,2015,C4,Ying,5(a),3,A3,,,,RUOP
A-Level,2015,C4,Ying,5(b),3,C1,,,,ecognizing what properties of the question allow assumptions that justify the final resultto hol
A-Level,2015,C4,Ying,6(a),5,A3,,,,RUOp
A-Level,2015,C4,Ying,6(b),3,A3,,,,RUOP
A-Level,2015,C4,Ying,7(a),3,A3,,,,RUOP
A-Level,2015,C4,Ying,7(b),7,A3,,,,RUOP
A-Level,2015,C4,Ying,7(c),3,A3,,,,RUOP
A-Level,2015,C4,Ying,8(a),4,A3,,,,RUOP
A-Level,2015,C4,Ying,8(b),6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,C4,Ying,1,6,A3,,,,RUOP
A-Level,2016,C4,Ying,2(a),1,A2,,,,Ability to substitute into a formula 
A-Level,2016,C4,Ying,2(b),3,A3,,,,RUOP
A-Level,2016,C4,Ying,2(c),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,C4,Ying,3(a),5,A3,,,,RUOP
A-Level,2016,C4,Ying,3(b),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,C4,Ying,4(a),4,A3,,,,RUOP
A-Level,2016,C4,Ying,4(b),3,B2,,,,Modelling real life settings
A-Level,2016,C4,Ying,5(a),4,A3,,,,RUOP
A-Level,2016,C4,Ying,5(b),2,A3,,,,RUOP
A-Level,2016,C4,Ying,6(i),6,A3,,,,RUOP
A-Level,2016,C4,Ying,6(ii)(a),5,A3,,,,RUOP
A-Level,2016,C4,Ying,6(ii)(b),4,B1,,,,Recognizing the applicability or in-applicability of generic formulae in unusual contexts.
A-Level,2016,C4,Ying,7(a),2,A3,,,,RUOP
A-Level,2016,C4,Ying,7(b),2,B1,,,,Transformation of information 
A-Level,2016,C4,Ying,7(c),4,A3,,,,RUOP
A-Level,2016,C4,Ying,8(a),1,A2,,,,Being able to decide whether or not conditions of a simple definition are satisfied 
A-Level,2016,C4,Ying,8(b),2,A2,,,,
A-Level,2016,C4,Ying,8(c),2,A3,,,,
A-Level,2016,C4,Ying,8(d),3,A3,,,,RUOP
A-Level,2016,C4,Ying,8(e),2,A3,,,,RUOP
A-Level,2016,C4,Ying,8(f),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,C4,Ying,1(a),2,A3,,,,RUOP
A-Level,2017,C4,Ying,1(b),3,A3,,,,RUOP
A-Level,2017,C4,Ying,1(c),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,C4,Ying,2(a),1,A2,,,,Ability to substitute into a formula 
A-Level,2017,C4,Ying,2(b),3,A3,,,,RUOP
A-Level,2017,C4,Ying,2(c),2,A3,,,,RUOP
A-Level,2017,C4,Ying,3(a),1,A2,,,,RUOP
A-Level,2017,C4,Ying,3(b),3,A3,,,,RUOP
A-Level,2017,C4,Ying,3(c),2,A3,,,,RUOP
A-Level,2017,C4,Ying,3(d),6,B2,,,,Proving  a  previously  unseen  theorem  or  result  which  goes  beyond  the  routine  use  ofprocedure
A-Level,2017,C4,Ying,4(a),6,A3,,,,RUOP
A-Level,2017,C4,Ying,4(b),3,A3,,,,RUOP
A-Level,2017,C4,Ying,5,7,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,C4,Ying,6(a),3,A3,,,,RUOP
A-Level,2017,C4,Ying,6(b),3,A3,,,,RUOP
A-Level,2017,C4,Ying,6(c),2,A3,,,,RUOP
A-Level,2017,C4,Ying,6(d),2,B1,,,,recognizing the applicability or in-applicability of generic formulae in unusual contexts.
A-Level,2017,C4,Ying,6(e),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,C4,Ying,7(a),2,B1,,,,Transformation of information 
A-Level,2017,C4,Ying,7(b),6,A3,,,,RUOP
A-Level,2017,C4,Ying,8(a),2,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,C4,Ying,8(b),4,B1,,,,Recognizing the applicability or in-applicability of generic formulae in unusual contexts
A-Level,2017,C4,Ying,8(c),6,B2,,,,Choosing and applying appropriate algorithms 
SQA AH,2018,,Rachel,1a,2,A3,,,,iii
SQA AH,2018,,Rachel,1b,2,A3,,,,iii
SQA AH,2018,,Rachel,1c,4,A3,,,,iii
SQA AH,2018,,Rachel,2,4,A3,,,,iii
SQA AH,2018,,Rachel,3a,3,A3,,,,iii
SQA AH,2018,,Rachel,3b,2,A3,,,,ii
SQA AH,2018,,Rachel,4a,2,A3,,,,ii
SQA AH,2018,,Rachel,4b,1,A3,,,,ii
SQA AH,2018,,Rachel,5,4,A3,,,,iii
SQA AH,2018,,Rachel,6,5,B1,,,,iv
SQA AH,2018,,Rachel,7a,2,A3,,,,ii
SQA AH,2018,,Rachel,7b(i),2,A3,,,,iii
SQA AH,2018,,Rachel,7b(ii),1,A2,,,,i
SQA AH,2018,,Rachel,8,4,A3,,,,iii
SQA AH,2018,,Rachel,9a,2,B2,,,,iii
SQA AH,2018,,Rachel,9b,1,B2,,,,iii
SQA AH,2018,,Rachel,10,3,B1,,,,i
SQA AH,2018,,Rachel,11a,1,A2,,,,ii
SQA AH,2018,,Rachel,11b,1,A3,,,,iii
SQA AH,2018,,Rachel,11c,2,A3,,,,iii
SQA AH,2018,,Rachel,11d,1,C1,,,,iii
SQA AH,2018,,Rachel,12,5,C1,,,,i
SQA AH,2018,,Rachel,13a,1,B1,,,,i
SQA AH,2018,,Rachel,13b,5,B2,,,,i
SQA AH,2018,,Rachel,14a(i),2,A3,,,,ii
SQA AH,2018,,Rachel,14a(ii),2,A3,,,,ii
SQA AH,2018,,Rachel,14b(i),2,A3,,,,ii
SQA AH,2018,,Rachel,14b(ii),1,A3,,,,ii
SQA AH,2018,,Rachel,14c,3,A3,,,,ii
SQA AH,2018,,Rachel,15a,3,A3,,,,iii
SQA AH,2018,,Rachel,15b,7,A3,,,,iii
SQA AH,2018,,Rachel,16a,4,A3,,,,iii
SQA AH,2018,,Rachel,16b,2,A3,,,,iii
SQA AH,2018,,Rachel,16c,3,A3,,,,ii
SQA AH,2018,,Rachel,16d,1,B1,,,,i
SQA AH,2018,,Rachel,17a,2,A3,,,,iii
SQA AH,2018,,Rachel,17b(i),3,A3,,,,iii
SQA AH,2018,,Rachel,17b(ii),2,A3,,,,iii
SQA AH,2018,,Rachel,17c,2,A3,,,,iii
SQA AH,2018,,Rachel,17d,1,B1,,,,iv
SQA AH,2017,,Rachel,1,4,A3,,,,iii
SQA AH,2017,,Rachel,2,4,A3,,,,iii
SQA AH,2017,,Rachel,3,3,A3,,,,iii
SQA AH,2017,,Rachel,4a,2,A3,,,,iii
SQA AH,2017,,Rachel,4b,3,A3,,,,ii
SQA AH,2017,,Rachel,5a(i),4,A3,,,,iii
SQA AH,2017,,Rachel,5a(ii),1,A2,,,,i
SQA AH,2017,,Rachel,5b,1,A3,,,,iii
SQA AH,2017,,Rachel,6,6,A3,,,,iii
SQA AH,2017,,Rachel,7a(i),1,A3,,,,ii
SQA AH,2017,,Rachel,7a(ii),1,A3,,,,ii
SQA AH,2017,,Rachel,7a(iii),2,A3,,,,ii
SQA AH,2017,,Rachel,7b,2,A2,,,,i
SQA AH,2017,,Rachel,8,4,A3,,,,iii
SQA AH,2017,,Rachel,9,5,A3,,,,iii
SQA AH,2017,,Rachel,10a,2,A3,,,,ii
SQA AH,2017,,Rachel,10b,2,A3,,,,iii
SQA AH,2017,,Rachel,11,5,A3,,,,iii
SQA AH,2017,,Rachel,12a,2,B1,,,,i
SQA AH,2017,,Rachel,12b,2,B1,,,,i
SQA AH,2017,,Rachel,12c,1,B1,,,,i
SQA AH,2017,,Rachel,13,4,C1,,,,i
SQA AH,2017,,Rachel,14,10,A3,,,,iii
SQA AH,2017,,Rachel,15a,2,A3,,,,iii
SQA AH,2017,,Rachel,15b,4,A3,,,,iii
SQA AH,2017,,Rachel,15c,3,A3,,,,iii
SQA AH,2017,,Rachel,16,5,A3,,,,iii
SQA AH,2017,,Rachel,17a,1,A2,,,,i
SQA AH,2017,,Rachel,17b,6,A3,,,,iii
SQA AH,2017,,Rachel,17c,1,B1,,,,i
SQA AH,2017,,Rachel,18a,5,A3,,,,ii
SQA AH,2017,,Rachel,18b,2,B1,,,,i
SQA AH,2016,,Rachel,1a,3,A3,,,,iii
SQA AH,2016,,Rachel,1b,3,A3,,,,iii
SQA AH,2016,,Rachel,1c,2,A3,,,,iii
SQA AH,2016,,Rachel,2a,3,A3,,,,ii
SQA AH,2016,,Rachel,2b,1,A2,,,,i
SQA AH,2016,,Rachel,2c,2,A3,,,,ii
SQA AH,2016,,Rachel,3,5,A3,,,,iii
SQA AH,2016,,Rachel,4,4,A3,,,,iii
SQA AH,2016,,Rachel,5,4,C1,,,,i
SQA AH,2016,,Rachel,6,6,A3,,,,iii
SQA AH,2016,,Rachel,7a,1,A3,,,,iii
SQA AH,2016,,Rachel,7b,3,A3,,,,iii
SQA AH,2016,,Rachel,7c,2,A3,,,,iii
SQA AH,2016,,Rachel,8a,1,B1,,,,i
SQA AH,2016,,Rachel,8b,2,A3,,,,iii
SQA AH,2016,,Rachel,8c,3,A3,,,,iii
SQA AH,2016,,Rachel,9,6,A3,,,,iii
SQA AH,2016,,Rachel,10a,1,C2,,,,iv
SQA AH,2016,,Rachel,10b,3,B2,,,,iii
SQA AH,2016,,Rachel,11,4,B1,,,,iv
SQA AH,2016,,Rachel,12a,2,B1,,,,i
SQA AH,2016,,Rachel,12b,2,B1,,,,i
SQA AH,2016,,Rachel,13,9,A3,,,,iii
SQA AH,2016,,Rachel,14a,5,A3,,,,iii
SQA AH,2016,,Rachel,14b,4,A3,,,,ii
SQA AH,2016,,Rachel,15,10,A3,,,,iii
SQA AH,2016,,Rachel,16,9,B2,,,,i
SQA AH,2015,,Rachel,1,4,A3,,,,iii
SQA AH,2015,,Rachel,2a,3,A3,,,,iii
SQA AH,2015,,Rachel,2b,3,A3,,,,iii
SQA AH,2015,,Rachel,3,5,B1,,,,iv
SQA AH,2015,,Rachel,4,4,A3,,,,iii
SQA AH,2015,,Rachel,5,4,A2,,,,i
SQA AH,2015,,Rachel,6,3,A3,,,,iii
SQA AH,2015,,Rachel,7,4,A3,,,,iii
SQA AH,2015,,Rachel,8,3,A3,,,,iii
SQA AH,2015,,Rachel,9,4,C1,,,,i
SQA AH,2015,,Rachel,10,5,A3,,,,iii
SQA AH,2015,,Rachel,11,4,A3,,,,iii
SQA AH,2015,,Rachel,12,3,B2,,,,iii
SQA AH,2015,,Rachel,13a,3,A3,,,,iii
SQA AH,2015,,Rachel,13b,4,A3,,,,iii
SQA AH,2015,,Rachel,14,4,A3,,,,iii
SQA AH,2015,,Rachel,15a,2,A3,,,,iii
SQA AH,2015,,Rachel,15b,4,A3,,,,iii
SQA AH,2015,,Rachel,15c,4,A3,,,,iii
SQA AH,2015,,Rachel,16,10,A3,,,,iii
SQA AH,2015,,Rachel,17,9,A3,,,,iii
SQA AH,2015,,Rachel,18a,2,B2,,,,i
SQA AH,2015,,Rachel,18b,4,A3,,,,iii
SQA AH,2015,,Rachel,18c,2,A3,,,,iii
SQA AH,2015,,Rachel,18d,3,A3,,,,iii
SQA AH,2014,,Rachel,1a,3,A3,,,,iii
SQA AH,2014,,Rachel,1b,3,A3,,,,iii
SQA AH,2014,,Rachel,2,5,A3,,,,iii
SQA AH,2014,,Rachel,3,6,A3,,,,iii
SQA AH,2014,,Rachel,4,3,A3,,,,iii
SQA AH,2014,,Rachel,5(i),3,A3,,,,iii
SQA AH,2014,,Rachel,5(ii),1,B1,,,,i
SQA AH,2014,,Rachel,6,3,B1,,,,iv
SQA AH,2014,,Rachel,7,4,C1,,,,i
SQA AH,2014,,Rachel,8,6,A3,,,,iii
SQA AH,2014,,Rachel,9,6,A3,,,,iii
SQA AH,2014,,Rachel,10,5,A3,,,,iii
SQA AH,2014,,Rachel,11a,4,B1,,,,i
SQA AH,2014,,Rachel,11b,1,B1,,,,
SQA AH,2014,,Rachel,11c,1,B1,,,,i
SQA AH,2014,,Rachel,12,6,A3,,,,iii
SQA AH,2014,,Rachel,13,10,B2,,,,i
SQA AH,2014,,Rachel,14a,4,A3,,,,iii
SQA AH,2014,,Rachel,14b,6,A3,,,,iii
SQA AH,2014,,Rachel,15a,4,A3,,,,iii
SQA AH,2014,,Rachel,15b,4,A3,,,,iii
SQA AH,2014,,Rachel,15c,2,A3,,,,ii
SQA AH,2014,,Rachel,16a,3,A3,,,,iii
SQA AH,2014,,Rachel,16b,2,A3,,,,iii
SQA AH,2014,,Rachel,16c,1,B1,,,,i
SQA AH,2014,,Rachel,16d,2,B1,,,,v
SQA AH,2014,,Rachel,16e,2,A3,,,,iii
SQA AH,2013,,Rachel,1,4,A3,,,,iii
SQA AH,2013,,Rachel,2,3,A3,,,,iii
SQA AH,2013,,Rachel,3a,1,A3,,,,iii
SQA AH,2013,,Rachel,3b,2,A3,,,,ii
SQA AH,2013,,Rachel,3c,2,A3,,,,ii
SQA AH,2013,,Rachel,4a,2,A3,,,,iii
SQA AH,2013,,Rachel,4b,3,A3,,,,iii
SQA AH,2013,,Rachel,5,4,A3,,,,iii
SQA AH,2013,,Rachel,6,4,A3,,,,iii
SQA AH,2013,,Rachel,7,4,A3,,,,iii
SQA AH,2013,,Rachel,8,5,A3,,,,iii
SQA AH,2013,,Rachel,9,6,C1,,,,i
SQA AH,2013,,Rachel,10a,2,B1,,,,i
SQA AH,2013,,Rachel,10b,3,B1,,,,i
SQA AH,2013,,Rachel,11,6,A3,,,,iii
SQA AH,2013,,Rachel,12a,2,B2,,,,iii
SQA AH,2013,,Rachel,12b,2,C2,,,,iv
SQA AH,2013,,Rachel,13a,2,B1,,,,i
SQA AH,2013,,Rachel,13b,1,A2,,,,i
SQA AH,2013,,Rachel,13c,2,B1,,,,i
SQA AH,2013,,Rachel,14,11,A3,,,,iii
SQA AH,2013,,Rachel,15a,4,A3,,,,iii
SQA AH,2013,,Rachel,15b,2,A3,,,,iii
SQA AH,2013,,Rachel,15c,3,A3,,,,ii
SQA AH,2013,,Rachel,16,10,A3,,,,i
SQA AH,2013,,Rachel,17i,7,B1,,,,iv
SQA AH,2013,,Rachel,17ii,3,A3,,,,
TMUA,2017,P1,Group,1,1,A3,3,0,0,Note we are taking Gilby's creativity score for the lowest % creative solution
TMUA,2017,P1,Group,2,1,A3,2.5,0,0,
TMUA,2017,P1,Group,3,1,B1,4,0.5,0.111111111,
TMUA,2017,P1,Group,4,1,A3,2.5,0.5,0.166666667,
TMUA,2017,P1,Group,5,1,B1,3,2.5,0.454545455,
TMUA,2017,P1,Group,6,1,B2,2,0.5,0.2,
TMUA,2017,P1,Group,7,1,B1,3,1,0.25,
TMUA,2017,P1,Group,8,1,B1,2,1,0.333333333,
TMUA,2017,P1,Group,9,1,B1,2.5,1,0.285714286,
TMUA,2017,P1,Group,10,1,A3,2,1.5,0.428571429,
TMUA,2017,P1,Group,11,1,A3,2,0,0,
TMUA,2017,P1,Group,12,1,C2,0.5,2.5,0.833333333,
TMUA,2017,P1,Group,13,1,A3,1.5,0.5,0.25,
TMUA,2017,P1,Group,14,1,B1,2,0.5,0.2,
TMUA,2017,P1,Group,15,1,B1,1.5,1,0.4,
TMUA,2017,P1,Group,16,1,B1,3,0.5,0.142857143,
TMUA,2017,P1,Group,17,1,B2,2.5,1.5,0.375,
TMUA,2017,P1,Group,18,1,B1,1,1,0.5,
TMUA,2017,P1,Group,19,1,B1,1.5,1.5,0.5,
TMUA,2017,P1,Group,20,1,B1,3,3,0.5,
TMUA,2017,P2,Group,1,1,A3,1.5,0,0,
TMUA,2017,P2,Group,2,1,B1,2,0.5,0.2,
TMUA,2017,P2,Group,3,1,A3,2,0,0,
TMUA,2017,P2,Group,4,1,C1,1,0.5,0.333333333,
TMUA,2017,P2,Group,5,1,C1,0.5,1.5,0.75,
TMUA,2017,P2,Group,6,1,A3,1.5,0.5,0.25,
TMUA,2017,P2,Group,7,1,B1,0.5,1,0.666666667,
TMUA,2017,P2,Group,8,1,A3,3,1,0.25,
TMUA,2017,P2,Group,9,1,C1,1,1.5,0.6,
TMUA,2017,P2,Group,10,1,C1,0.5,2.5,0.833333333,
TMUA,2017,P2,Group,11,1,B1,1,1,0.5,
TMUA,2017,P2,Group,12,1,B1,1.5,1,0.4,
TMUA,2017,P2,Group,13,1,C2,0.5,1.5,0.75,
TMUA,2017,P2,Group,14,1,B1,1,1.5,0.6,
TMUA,2017,P2,Group,15,1,A3,2,0,0,
TMUA,2017,P2,Group,16,1,A2,1,1,0.5,
TMUA,2017,P2,Group,17,1,C2,1.5,0.5,0.25,
TMUA,2017,P2,Group,18,1,C1,1,1,0.5,
TMUA,2017,P2,Group,19,1,C1,1.5,2,0.571428571,
TMUA,2017,P2,Group,20,1,C2,0,2,1,
DiagTest,2018,NA,Group,1,5,A3,3,0,0,
DiagTest,2018,NA,Group,2,5,B1,1.5,0.5,0.25,
DiagTest,2018,NA,Group,3a,2,A3,1,0,0,
DiagTest,2018,NA,Group,3b,1,A2,0.5,0,0,
DiagTest,2018,NA,Group,3c,2,A2,0.5,0,0,
DiagTest,2018,NA,Group,4,5,A3,1.5,0,0,
DiagTest,2018,NA,Group,5,5,A3,1.5,0,0,
DiagTest,2018,NA,Group,6,5,B1,1,0,0,
DiagTest,2018,NA,Group,7,5,B1,2,1,0.333333333,
DiagTest,2018,NA,Group,8,5,A3,1.5,0,0,
DiagTest,2018,NA,Group,9,5,B1,3,1,0.25,
DiagTest,2018,NA,Group,10,5,C2,3,0.5,0.142857143,
DiagTest,2018,NA,Group,11a,2,A3,0.5,0.5,0.5,
DiagTest,2018,NA,Group,11b,3,C2,0,1,1,
DiagTest,2018,NA,Group,12,5,A3,1,0,0,
DiagTest,2018,NA,Group,13,5,A3,2,0,0,
DiagTest,2018,NA,Group,14a,2,B1,1.5,0,0,
DiagTest,2018,NA,Group,14b,3,B1,1,0,0,
DiagTest,2018,NA,Group,15,5,A3,2,0,0,
DiagTest,2018,NA,Group,16,5,A3,1,0,0,
DiagTest,2018,NA,Group,17,5,A3,1,0,0,
DiagTest,2018,NA,Group,18,5,A3,1.5,0,0,
DiagTest,2018,NA,Group,19,5,B1,1.5,0.5,0.25,
DiagTest,2018,NA,Group,20,5,B2,3,0.5,0.142857143,
A-Level,2014,FP3,Ying,1(a),2,A3,,,,RUOP
A-Level,2014,FP3,Ying,1(b),4,A3,,,,RUOP
A-Level,2014,FP3,Ying,1(c),2,A3,,,,RUOP
A-Level,2014,FP3,Ying,2(a),2,A2,,,,Decide if a simple definition is satisfied
A-Level,2014,FP3,Ying,2(b),5,A3,,,,RUOP
A-Level,2014,FP3,Ying,2(c),2,A3,,,,RUOP
A-Level,2014,FP3,Ying,2(d),4,A3,,,,Transformation of information 
A-Level,2014,FP3,Ying,3(a),4,A3,,,,RUOP
A-Level,2014,FP3,Ying,3(b),4,A3,,,,RUOP
A-Level,2014,FP3,Ying,4(a),3,B1,,,,Recognising the applicability of a generic forumula for an unusual situation 
A-Level,2014,FP3,Ying,4(b),4,A3,,,,RUOP
A-Level,2014,FP3,Ying,5,4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,6(A),4,A3,,,,Simple Calculation 
A-Level,2014,FP3,Ying,6(b),1,A2,,,,Ability to substitute into a formula 
A-Level,2014,FP3,Ying,6(c),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,7(a),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,7(b),5,A3,,,,Ability to substitute into a formula 
A-Level,2014,FP3,Ying,7(c),1,C1,,,, Recognizing what properties of the question allow assumptions that justify the final resultto hold
A-Level,2014,FP3,Ying,8(a),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,8(b),3,A3,,,,RUOP
A-Level,2014,FP3,Ying,8(c),1,C1,,,, Recognizing what properties of the question allow assumptions that justify the final resultto hold
A-Level,2014,FP3,Ying,9(a),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,9(b),3,A3,,,,RUOP
A-Level,2015,FP3,Ying,1,6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,FP3,Ying,2,5,A3,,,,RUOP
A-Level,2015,FP3,Ying,3(a),5,A3,,,,RUOP
A-Level,2015,FP3,Ying,3(b),5,A3,,,,RUOP
A-Level,2015,FP3,Ying,3(c),2,A3,,,,RUOP
A-Level,2015,FP3,Ying,4(a),3,B2,,,,Extrapolation of know procedures to new situations
A-Level,2015,FP3,Ying,4(b),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,FP3,Ying,5(a),2,A3,,,,RUOP
A-Level,2015,FP3,Ying,5(b),2,A3,,,,RUOP
A-Level,2015,FP3,Ying,5(c),4,A3,,,,RUOp
A-Level,2015,FP3,Ying,5(d),2,A2,,,,Ability to substitute into a formula 
A-Level,2015,FP3,Ying,6(a),1,A3,,,,RUOP
A-Level,2015,FP3,Ying,6(b),3,A3,,,,RUOp
A-Level,2015,FP3,Ying,6(c),3,B2,,,, Extrapolation of known procedures to new situations
A-Level,2015,FP3,Ying,6(d),3,C1,,,,Recognizing what properties of the question allow assumptions that justify the final resultto hold
A-Level,2015,FP3,Ying,7(a),4,B2,,,,proving an unseen theorem that goes beyond the use of procedure
A-Level,2015,FP3,Ying,7(b),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,FP3,Ying,7(c),3,B1,,,,Framing a mathematical argument from an outline of the method. 
A-Level,2015,FP3,Ying,8(a)(i),4,A3,,,,RUOP
A-Level,2015,FP3,Ying,8(b),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,FP3,Ying,8(c),6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,FP3,Ying,1,4,B1,,,,Decide if a conceptualdefinition is satisfied
A-Level,2016,FP3,Ying,2,7,A3,,,,RUOp
A-Level,2016,FP3,Ying,3(a),3,B2,,,,proving an unseen theorem that goes beyond the use of procedure
A-Level,2016,FP3,Ying,3(b),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,FP3,Ying,4(i),5,B2,,,,Extrapolation of know procedures to new situations
A-Level,2016,FP3,Ying,4(ii)(a),3,A3,,,,RUOP
A-Level,2016,FP3,Ying,4(ii)(b),4,B1,,,,Framing a mathematical argument from an outline of the method. 
A-Level,2016,FP3,Ying,5(a),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,FP3,Ying,5(b),6,A3,,,,RUOP
A-Level,2016,FP3,Ying,6(a),3,A3,,,,RUOP
A-Level,2016,FP3,Ying,6(b),3,A3,,,,RUOP
A-Level,2016,FP3,Ying,6(c),2,A3,,,,RUOP
A-Level,2016,FP3,Ying,6(d),3,A3,,,,RUOP
A-Level,2016,FP3,Ying,7(a),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,FP3,Ying,7(b),7,B2,,,,proving an unseen theorem that goes beyond the use of procedure
A-Level,2016,FP3,Ying,8(a),4,A3,,,,RUOP
A-Level,2016,FP3,Ying,8(b),2,A3,,,,RUOP
A-Level,2016,FP3,Ying,8(c),6,A3,,,,RUOP
A-Level,2017,FP3,Ying,1,5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,FP3,Ying,2(a),5,A3,,,,RUOP
A-Level,2017,FP3,Ying,2(b),4,B2,,,,proving an unseen theorem that goes beyond the use of procedure
A-Level,2017,FP3,Ying,3(a),3,A3,,,,RUOP
